,index,datetime,balance,run_id,learned_from_specification_id
130,0,2021-12-30 23:00:00,86956.72550577421,10,4
131,0,2021-12-30 23:00:00,85228.52670206137,11,4
132,0,2021-12-30 23:00:00,78932.57678324883,12,4
133,0,2021-12-30 23:00:00,88024.41650411552,13,4
134,0,2021-12-30 23:00:00,85040.31066627268,14,4
135,0,2021-12-30 23:00:00,91571.8343037688,15,4
136,0,2021-12-30 23:00:00,77730.58877000019,16,4
137,0,2021-12-30 23:00:00,89065.19717694509,17,4
138,0,2021-12-30 23:00:00,88758.46895294313,18,4
139,0,2021-12-30 23:00:00,90177.75613373634,19,4
140,0,2021-12-30 23:00:00,81722.01303589373,20,4
141,0,2021-12-30 23:00:00,84594.5300798637,21,4
142,0,2021-12-30 23:00:00,84477.61251152238,22,4
143,0,2021-12-30 23:00:00,85834.13731967025,23,4
144,0,2021-12-30 23:00:00,87278.97570184227,24,4
145,0,2021-12-30 23:00:00,84080.79883259932,25,4
146,0,2021-12-30 23:00:00,81561.48333200543,26,4
147,0,2021-12-30 23:00:00,82470.24073319053,27,4
148,0,2021-12-30 23:00:00,84635.71157735544,28,4
149,0,2021-12-30 23:00:00,84343.54978943848,29,4
150,0,2021-12-30 23:00:00,111825.34491833134,0,5
151,0,2021-12-30 23:00:00,118647.76912317626,1,5
152,0,2021-12-30 23:00:00,127275.73031596676,2,5
153,0,2021-12-30 23:00:00,112253.29429444505,3,5
154,0,2021-12-30 23:00:00,117594.38201673607,4,5
155,0,2021-12-30 23:00:00,106348.74912373569,5,5
156,0,2021-12-30 23:00:00,114552.54319029281,6,5
157,0,2021-12-30 23:00:00,117438.4705784172,7,5
158,0,2021-12-30 23:00:00,116711.93910050749,8,5
159,0,2021-12-30 23:00:00,118435.06375875999,9,5
160,0,2021-12-30 23:00:00,116927.37041972799,10,5
161,0,2021-12-30 23:00:00,110698.05715102635,11,5
162,0,2021-12-30 23:00:00,118394.15727202088,12,5
163,0,2021-12-30 23:00:00,112310.62059398532,13,5
164,0,2021-12-30 23:00:00,113315.02052875428,14,5
165,0,2021-12-30 23:00:00,122388.60313166016,15,5
166,0,2021-12-30 23:00:00,108670.1193272887,16,5
167,0,2021-12-30 23:00:00,119275.20351372843,17,5
168,0,2021-12-30 23:00:00,108564.69216277207,18,5
169,0,2021-12-30 23:00:00,114211.6520817206,19,5
170,0,2021-12-30 23:00:00,110059.2434761764,20,5
171,0,2021-12-30 23:00:00,117030.41619113582,21,5
172,0,2021-12-30 23:00:00,113169.12302649769,22,5
173,0,2021-12-30 23:00:00,113357.94588049882,23,5
174,0,2021-12-30 23:00:00,113962.8266740167,24,5
175,0,2021-12-30 23:00:00,112392.30161440647,25,5
176,0,2021-12-30 23:00:00,120667.11982181988,26,5
177,0,2021-12-30 23:00:00,121058.24109010711,27,5
178,0,2021-12-30 23:00:00,115276.78225208358,28,5
179,0,2021-12-30 23:00:00,116384.7159972603,29,5
